project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
VCS1790,Renewable Power Project by Axis Wind Farms (MPR Dam) Private Limited,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Axis Wind Farms (MPR Dam) Private Limited,No,Wind,Hydropower
VCS3079,Buyi-1 Adjusted Water Management in Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Haifengjufu Agricultural Science and Technology Co., Ltd",No,Rice Emission Reductions,Rice Emission Reductions
VCS4051,Adjusted Water Management in Rice Cultivation in Xuwen County,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Xuwen Xinpenggang Building Materials Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
VCS3776,Adjusted Water Management in Rice Cultivation in Xiangyin County,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Yueyang Agricultural and Rural Development Group Co., Ltd",No,Rice Emission Reductions,Rice Emission Reductions
GS7481,GS1247 VPA 209 Sierra Leone Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
GS963,Sares 22.5 MW Wind Power Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Garet Enerji Uretim ve Tic A.S.,No,Wind,Wind
GS5047,African Improved Cookstoves and Clean Water Programme PoA,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency, 
CAR1577,Ejido Chunhuhub,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,Bioforestal Innovación Sustentable S.C.,No,Improved Forest Management,Improved Forest Management
VCS4472,Wu Cheng Geothermal Based Space Heating System,AM0072,AM0072 Fossil fuel displacement by geothermal resources for space heating,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Geothermal,Geothermal
GS5031,PoA GS973 - GUMUTINDO CPA1,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user, ,GOLD,Energy Efficiency - Domestic,Uganda Carbon Bureau,No,Cookstoves, 
VCS3906,Shine I – Distribution of LED Lightbulbs in North-East India,AMS-II.C.,AMS-II.C. Demand-side energy efficiency activities for specific technologies,Asia,VCS,Energy demand,C-Quest Capital SG India LED Private Limited,No,Lighting, 
VCS4190,Northeast Jiangsu Improved Cropland Management Project,VM0042,VM0042 Methodology for Improved Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,"Huizhi (Shanghai) Agricultural Technology Co., Ltd",No,Sustainable Agriculture, 
GS12198,CAPARISPISAN II Wind Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,North Luzon Renewable Energy Corp,No,Wind,Wind
ACR427,The Nature Conservancy - Upper St. John Forest IFM Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,The Nature Conservancy,Compliance,Improved Forest Management, 
CAR1311,A-Gas 2018-8,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS4344,Henan Nanyang Animal Waste Management Systems Project,ACM0010,"ACM0010 GHG emission reductions from manure management systems
",Asia,VCS,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management; Waste handling and disposal","Muyuan Foods Co., Ltd.",No,Manure Methane Digester, 
CAR411,"Beulah Municipal Landfill (Dorchester County, MD)",CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,"3Degrees Group, Inc",No,Landfill Methane,Landfill Methane
VCS934,The Mai Ndombe REDD+ Project,VM0009,VM0009 Methodology for Avoided Ecosystem Conversion,Africa,VCS,Agriculture Forestry and Other Land Use,Wildlife Works Carbon LLC,No,REDD+, 
VCS1549,AAC Block Project By Aerocon Buildwell Pvt. Ltd. (EKIESL- June 2016-02),AMS-III.Z,"AMS-III.Z. Fuel switch, process improvement and energy efficiency in brick manufacture",Asia,VCS,Manufacturing industries,Aerocon Buildwell Pvt Ltd,No,Brick Manufacturing Emission Reductions,Brick Manufacturing Emission Reductions
CAR1070,Phase 1 Sustainable Forest Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,Yurok Tribe,Compliance,Improved Forest Management,Improved Forest Management
VCS4446,Yuli Grassland Sustainable Management Project,VM0026,VM0026 Methodology for Sustainable Grassland Management (SGM),Asia,VCS,Agriculture Forestry and Other Land Use,"Yuli Liangshan Green Industry Investment Co., Ltd.",No,Sustainable Grassland Management,Sustainable Grassland Management
ACR582,Hudson Tech 2020-4,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,ACR,Ozone Depleting Substances,Hudson Technologies Company,Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
GS1588,Nanyang Danjiang River Solar Cooker Project Phase II,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Solar Thermal - Heat,Sirreon Technology & Development (Beijing) Co.Ltd,No,Cookstoves,Solar Water Heaters
VCS1267,CFL LIGHTING SCHEME BACHAT LAMP YOJANA IN KOTTAYAM,AMS-II.J.,AMS-II.J. Demand-side activities for efficient lighting technologies,Asia,VCS,Energy demand,Energy Management Centre - Kerala,No,Lighting, 
VCS1709,140 MW Solar Photovoltaic Project in Rajasthan,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Solar - Centralized, 
GS3080,GS1366 Micro Energy PoA VPA 4 Mogotio Improved Cookstoves Kenya,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,QK TS Pvt. Ltd.,No,Cookstoves, 
GS3041,Soke Wind Power Plant Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Bereket Enerji Ãœretim A.S.,No,Wind,Wind
GS1488,DelAgua Public Health Program in East Africa,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,DelAgua Health,No,Bundled Energy Efficiency, 
VCS2569,Sichuan Yingjing IFM (conversion of logged to protected forest) Project,VM0010,VM0010 Methodology for Improved Forest Management: Conversion from Logged to Protected Forest,Asia,VCS,Agriculture Forestry and Other Land Use,"Yingjing County State-owned Assets Management Co., Ltd",No,Improved Forest Management,Improved Forest Management
ACR402,Perennial PRS-1 AMM Flare Project,ARB Compliance Offset Protocol: Mine Methane Capture Projects,ARB Compliance Offset Protocol: Mine Methane Capture Projects, ,ACR,Coal Mine Methane,Perennial CMM LLC,No,Mine Methane Capture,Mine Methane Capture
CAR459,American Environmental Landfill (AEL),CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,"Montauk Energy Capital, LLC",No,Landfill Methane,Landfill Methane
GS11144,Afyon Landfill Gas to Energy Project,ACM0001,ACM0001 Flaring or use of landfill gas, ,GOLD,Biogas - Electricity,Cagla Balci Eris,No,Landfill Methane,Landfill Methane
VCS617,"Electricity generation through wind power project at Jodhpur, Rajasthan",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),M/s Paranjape Autocast Pvt. Ltd.,No,Wind,Wind
VCS4633,Fortaleza Ituxi II REDD+,VM0007,VM0007 REDD+ Methodology Framework (REDD-MF),Latin America,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,REDD+, 
VCS2810,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-046,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves, 
CAR1351,Sangre de Cristo - ASRTulancingo,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",No,Improved Forest Management,Improved Forest Management
GS12330,GS11623 GS11627 RVPA-7 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Other,Other, ,GOLD,Other,Neustark AG,No,Carbon-Absorbing Concrete, 
GS4424,African Cookstoves and Water Programme PoA,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency, 
VCS883,"Madushan Hydropower Project on Honghe River in Yunnan Province, China",ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),"Honghe Guangyuan Madushan Hydropower Development Co., Ltd",No,Hydropower,Hydropower
VCS2853,Yufeng Adjusted Water Management in Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
ACR642,Advanced Refrigeration CAN - ARS 005C,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems, ,ACR,Industrial Process Emissions,"True Manufacturing Co., Inc.",No,Advanced Refrigerants,Advanced Refrigerants
VCS1074,Clean Energy generation from wind energy in the state of Andhra Pradesh.,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Vish Wind Infrastructure LLP,No,Wind,Wind
GS2713,GS1354 Vietnam Small Hydro PoA - Nam Chim 1A Hydropower Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,"Small, Low - Impact Hydro",South Pole Carbon Asset Management Ltd.,No,Hydropower,Hydropower
VCS3800,Grouped Captive Solar Project by EKI Energy Services Limited,AMS-I.F.,AMS-I.F. Renewable electricity generation for captive use and mini-grid,Asia,VCS,Energy industries (renewable/non-renewable sources),EKI Energy Services Limited,No,Solar - Distributed, 
ACR737,Advanced Refrigeration - ARS2019001,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems, ,ACR,Industrial Process Emissions,Therm Solutions Inc.,No,Advanced Refrigerants,Advanced Refrigerants
ACR454,Foam Blowing Agent Project 003C,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use, ,ACR,Industrial Process Emissions,297,No,HFC Replacement in Foam Production,HFC Replacement in Foam Production
VCS3869,Yangxiang AWMS GHG Mitigation Project in Hebei province,AMS-III.D.;AMS-III.F.,AMS-III.D. Methane recovery in animal manure management systems;AMS-III.F. Avoidance of methane emissions through composting,Asia,VCS,Waste handling and disposal,"Henan Yangxiang Breeding Co., Ltd",No,Manure Methane Digester, 
GS7637,GS7591 VPA 17 Central Mozambique Safe Water Programme,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water, 
VCS4139,Grouped Hydro Power Project by EKI Energy Services Limited,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Multiple Proponents,No,Hydropower,Hydropower
GS470,*Energeticos Jaremar - Biogas recovery from Palm Oil Mill Effluent (POME) ponds and heat & electricity generation Honduras,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Biogas - Cogeneration,Energeticos Jaremar,No,Methane Recovery in Wastewater, 
CAR1781,"Captura de Carbono, Sierra Mazati, Jalisco",CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,MERCADO AMBIENTAL AP,No,Improved Forest Management,Improved Forest Management
VCS4620,14 MW Waste-to-Energy Project by Antony Lara Renewable Energy Pvt. Ltd,AMS-I.D.;AMS-III.E.,"AMS-I.D. Grid connected renewable electricity generation;AMS-III.E. Avoidance of methane production from decay of biomass through controlled combustion, gasification or mechanical/ thermal treatment",Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,Antony Lara Renewable Energy Pvt. Ltd,No,Waste Incineration, 
GS4900,GS1247 VPA 59 Improved Kitchen Regimes: Kayonza District Borehole Project Rwanda,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
VCS1691,5 MW Upper Awa Hydro Power Project in Himachal Pradesh by M/s Astha Projects (India) Limited,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),M/s Astha Projects (India) Limited,No,Hydropower,Hydropower
VCS1071,Jatropha Agroforestry Senegal,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Africa,VCS,Agriculture Forestry and Other Land Use,African National Oil Corporation s.a.r.l.,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS1771,46 MW Mangoli Wind Power Project in Karnataka,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Vena Energy KN Wind Power Private Limited,No,Wind,Wind
VCS3786,Silvopastoral carbon project of Uruguay,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,Climit,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS2353,Qingdao Xiaojianxi Phase II MSW landfill site LFG recovery to power project,ACM0001,ACM0001 Flaring or use of landfill gas,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"Henan BCCY Environmental Energy CO.,LTD.",No,Landfill Methane,Landfill Methane
GS11179,GS1247 VPA 306 - Togo Safe Water,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
GS10972,Little Sun Energy and Improved Living Programme of Activity: VPA 1,AMS-I.A.,AMS-I.A. Electricity generation by the user, ,GOLD,Energy Efficiency - Domestic,Carbonbay GmbH & Co. KG,No,Bundled Energy Efficiency, 
GS11534,Up Energy Improved Cookstoves Programme Uganda – CPA No 045 supported by Republic of Korea,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass, ,GOLD,Energy Efficiency - Domestic,UpEnergy Group,No,Cookstoves, 
GS12515,GS10789 GS 10790 RVPA-44: Efficient and Clean Cooking for households in Tanzania,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Burn Manufacturing Co.,No,Cookstoves, 
