project_id,project_name,methodology,region,voluntary_registry,project_type_from_the_registry,project_developer,arb_wa_project,project_type
ACR303,White Mountain Apache Tribe Carbon Project II,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,White Mountain Apache Tribe,ARB Compliance,Improved Forest Management
ACR304,White Mountain Apache Tribe Carbon Project IV,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,White Mountain Apache Tribe,No,Improved Forest Management
ACR305,White Mountain Apache Tribe Carbon Project V,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,White Mountain Apache Tribe,No,Improved Forest Management
ACR307,Donner Property,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,Era Ecosystem Services,No,Improved Forest Management
ACR308,The Bridgestone Chestnut Mountain Carbon Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,"Bridgestone Americas, Inc.",No,Improved Forest Management
ACR309,The Caulk Island Forest Carbon Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,Caulk Island Land & Timber Co.,No,Improved Forest Management
ACR310,EOS HFC 310,"ACR Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",North America,ACR,Industrial Process Emissions,EOS Climate Inc,No,HFC Refrigerant Reclamation
ACR311,EOS ACR 311,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,EOS Climate Inc,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR312,EOS ACR 312,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,EOS Climate Inc,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR314,Wabashco Clean Sweep 8,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Wabashco, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR316,EOS ACR 316,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,EOS Climate Inc,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR323,Statz B Farm Anaerobic Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,ACR,Livestock Waste Management,"3Degrees Group, Inc.",ARB Compliance,Manure Methane Digester
ACR324,Finite Carbon - Sealaska Native Alaskan IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,Sealaska Corporation,ARB Compliance,Improved Forest Management
ACR342,Baker Mine AMM,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,ACR,Coal Mine Methane,"Wabashco, LLC",ARB Compliance,Mine Methane Capture
ACR343,Wabashco Clean Sweep 9,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Wabashco, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR348,Foam Blowing Agent Project 001,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,ACR,Industrial Process Emissions,297,No,HFC Replacement in Foam Production
ACR349,Kettle Butte Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,ACR,Livestock Waste Management,"3Degrees Group, Inc.",ARB Compliance,Manure Methane Digester
ACR350,Tradewater ODS 1,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR351,EOS ACR 351,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,EOS Climate Inc,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR352,EOS ACR 352,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,EOS Climate Inc,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR353,Cow Poo Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,ACR,Livestock Waste Management,"3Degrees Group, Inc.",ARB Compliance,Manure Methane Digester
ACR354,Tradewater ODS2,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR355,Greenwood Dairy Anaerobic Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,ACR,Livestock Waste Management,"3Degrees Group, Inc.",ARB Compliance,Manure Methane Digester
ACR356,EOS ACR 356,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,EOS Climate Inc,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR357,EOS ACR 357,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,EOS Climate Inc,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR358,EOS ACR 358,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,EOS Climate Inc,ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR359,Tradewater ODS 3,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR360,Finite Carbon - Ahtna Native Alaskan IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,"Ahtna, Incorporated",ARB Compliance,Improved Forest Management
ACR362,Whirlpool HFO Amana 362,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,ACR,Industrial Process Emissions,328,No,HFC Replacement in Foam Production
ACR363,Tradewater ODS 4,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR365,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA (HFO-1233zd(E)) 2014 and 2015,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,ACR,Industrial Process Emissions,318,No,HFC Replacement in Foam Production
ACR366,HFC Emissions Reduction in Spray Foam by Replacement of HFC-245fa Blowing Agent with Solstice LBA (HFO-1233zd(E)) 2015,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,ACR,Industrial Process Emissions,318,No,HFC Replacement in Foam Production
ACR368,Anew - Middlebury Forestry Project,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,Blue Source,No,Improved Forest Management
ACR369,Foam Blowing Agent Project 002,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,North America,ACR,Industrial Process Emissions,297,No,HFC Replacement in Foam Production
ACR371,Blue Source - Great Mountain Forest Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,Blue Source,ARB Compliance,Improved Forest Management
ACR372,EOS ACR 372,CAR U.S. Ozone Depleting Substances Protocol,North America,ACR,Ozone Depleting Substances,EOS Climate Inc,No,Ozone Depleting Substances Recovery & Destruction
ACR373,Blue Source - Northwoods Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,Blue Source,ARB Compliance,Improved Forest Management
ACR375,Anew - Hawk Mountain Forestry Project,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,Blue Source,No,Improved Forest Management
ACR376,Anew - Massachusetts Tri-City Forestry Project,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,Blue Source,No,Improved Forest Management
ACR378,Lord Ellis Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,277,ARB Compliance,Improved Forest Management
ACR379,Tradewater ODS 6,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR380,CIG Pilot Project 1 - Nitrogen Management Credit Program (NMCP) Project,ACR methodology for Quantifying Nitrous Oxide (N2O) Emissions Reductions from Reduced Use of Nitrogen Fertilizer on Agricultural Crops,North America,ACR,Agricultural Land Management,Bank of Montreal,No,Nitrogen Management
ACR383,Tradewater ODS 7,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR385,Tradewater ODS 8,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR386,Anew - Hudson Farm Forestry Project,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,Blue Source,No,Improved Forest Management
ACR387,Tradewater ODS 9,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR388,Corinth Abandoned Mine Methane Recovery Project,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,ACR,Coal Mine Methane,Keyrock Energy LLC,ARB Compliance,Mine Methane Capture
ACR389,Winston Creek Forest Carbon Project,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,Port Blakely,No,Improved Forest Management
ACR390,Clean Fuel Partners Dane County Biodigester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,ACR,Livestock Waste Management,"3Degrees Group, Inc.",ARB Compliance,Manure Methane Digester
ACR391,Bluesource - Capitol Region Water Improved Forest Management Project,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,Blue Source,No,Improved Forest Management
ACR392,Majestic Crossing Dairy Digester,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,North America,ACR,Livestock Waste Management,"3Degrees Group, Inc.",No,Manure Methane Digester
ACR394,Hiawatha Club Carbon Project,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,The Nature Conservancy,No,Improved Forest Management
ACR395,Finite Carbon - MWF Ned Lake IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,Molpus Woodlands Group,ARB Compliance,Improved Forest Management
ACR397,Forested Wetland Assimilation in the Mississippi Delta,ACR Restoration of Degraded Deltaic Wetlands of the Mississippi Delta,North America,ACR,Wetland Restoration,Tierra Resources LLC,No,Wetland Restoration
ACR398,Anew - Doe Mountain Forestry Project,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,Blue Source,No,Improved Forest Management
ACR402,Perennial PRS-1 AMM Flare Project,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,ACR,Coal Mine Methane,Perennial CMM LLC,No,Mine Methane Capture
ACR403,Bluesource GCS Bear Canyon,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,ACR,Coal Mine Methane,Blue Source,ARB Compliance,Mine Methane Capture
ACR404,Tradewater ODS 11,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR406,Finite Carbon - Lake Superior Timberlands IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,Molpus Woodlands Group,No,Improved Forest Management
ACR407,BMMC1,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,ACR,Coal Mine Methane,Environmental Commodities Corporation,ARB Compliance,Mine Methane Capture
ACR411,Steuben County Bath Landfill GHG Offset Project,ACR Landfill Gas Destruction and Beneficial Use Projects,North America,ACR,Landfill Gas Capture & Combustion,"Steuben County DPW, Solid Waste Division",No,Landfill Methane
ACR412,Finite Carbon - CIRI Native Alaskan IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,"Cook Inlet Region, Inc.",No,Improved Forest Management
ACR413,Finite Carbon - Tyonek Native Alaskan IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,"Beach People, LLC",ARB Compliance,Improved Forest Management
ACR414,Quimby Island/Western Delta Wetlands Restoration,ACR Restoration of California Deltaic and Coastal Wetlands,North America,ACR,Wetland Restoration,"3Degrees Group, Inc.",No,Wetland Restoration
ACR415,N/a,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,The Climate Trust,No,Improved Forest Management
ACR416,Finite Carbon - Meriwether IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,Molpus Woodlands Group,ARB Compliance,Improved Forest Management
ACR418,WMMC1,ARB Compliance Offset Protocol: Mine Methane Capture Projects,North America,ACR,Coal Mine Methane,Environmental Commodities Corporation,ARB Compliance,Mine Methane Capture
ACR419,Tradewater ODS 12,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,North America,ACR,Ozone Depleting Substances,"Tradewater, LLC",ARB Compliance,Ozone Depleting Substances Recovery & Destruction
ACR420,Finite Carbon - Sealaska 2 Native Alaskan IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,Sealaska Corporation,ARB Compliance,Improved Forest Management
ACR423,Forest Carbon Works Stewart Family Forest Project,ARB Compliance Offset Protocol: U.S. Forest Projects,North America,ACR,Forest Carbon,"Forest Carbon Works, PBC",ARB Compliance,Improved Forest Management
ACR424,Albany Water Board - Improved Forest Management Project,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,North America,ACR,Forest Carbon,The Nature Conservancy,No,Improved Forest Management
