project_id,project_name,methodologyorprotocol,fully_harmonized_methodologyorprotocol,region,voluntary_registry,type_from_registry,project_developer,arborwa_project,type,rule-based_type_mapping_first
GS481,Qielong 1.2MW Hydro Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,"Small, Low - Impact Hydro",Climate Bridge (Shanghai) Ltd.,No,Hydropower,Hydropower
VCS2946,Global Cookstove Program (EKI Phase 08),VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,EKI Energy Services Limited,No,Cookstoves, 
ACR448,Foam Blowing Agent Project 001D,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,ACR Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use, ,ACR,Industrial Process Emissions,297,No,HFC Replacement in Foam Production,HFC Replacement in Foam Production
VCS1986,"13 MW Grid Connected Dandela Mini Hydel Scheme, Karnataka State, India.",AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),Sagar Power Dandela Private Limited,No,Hydropower,Hydropower
CAR411,"Beulah Municipal Landfill (Dorchester County, MD)",CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,"3Degrees Group, Inc",No,Landfill Methane,Landfill Methane
GS6885,Solar Parks Aruba,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Solar Thermal - Electricity,WEB Aruba N.V.,No,Solar - Centralized,Solar - Centralized
VCS258,Shandong Penglai Pingdingshan Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),China Resources Wind Power (Yantai) Co. Ltd,No,Wind,Wind
VCS3303,METHANE EMISSION REDUCTION PROJECT THROUGH INTERMITTENT FLOODING IN RICE CULTIVATION,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,Greneity Infocom Service Pvt Ltd,No,Rice Emission Reductions,Rice Emission Reductions
GS11752,VPA 55 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh,GS MS Simplified Methodology for Efficient Cookstoves,GS Simplified Methodology for Clean and Efficient Cookstoves, ,GOLD,Energy Efficiency - Domestic,Bangladesh Bondhu Foundation,No,Cookstoves,Cookstoves
GS4124,Nanyang Danjiang River Solar Cooker Project Phase I (GS1378 CER to VER conversion),AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Solar Thermal - Heat,Sirreon Technology & Development (Beijing) Co.Ltd,No,Cookstoves,Solar Water Heaters
GS12115,GS7591 VPA 51 Safe Water Supply in Nigeria,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Clean Water,Clean Water
VCS1039,AES Saurashtra Windfarms,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Asia,VCS,Energy industries (renewable/non-renewable sources),Tata Power Renewable Energy Limited,No,Wind,Wind
VCS87,Xiangshuihe Hydropower Station Project,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),"Yanbian Heli Electric Power Co., Ltd.",No,Hydropower,Hydropower
ACR961,A-Gas 3-2023,ECY Compliance Offset Protocol: Ozone Depleting Substances Projects,ECY Compliance Offset Protocol: Ozone Depleting Substances Projects (ODS), ,ACR,Ozone Depleting Substances,A-Gas US Inc.,No,Ozone Depleting Substances Recovery & Destruction, 
CAR1251,DPC Domestic ODS Destruction Project #28,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,"Diversified Pure Chem, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
CAR1578,A-Gas 2-2022,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,CAR,Ozone Depleting Substances - U.S. - ARB Compliance,Reclamation Technologies Inc.,Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
ACR705,Anew - Empire Riverlands Forestry Project,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands, ,ACR,Forest Carbon,Blue Source,No,Improved Forest Management,Improved Forest Management
ACR625,Tradewater ODS 38,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks,ARB Compliance Offset Protocol: Destruction of U.S. Ozone Depleting Substances Banks, ,ACR,Ozone Depleting Substances,"Tradewater, LLC",Compliance,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
CAR426,Robeson County Landfill,CAR U.S. Landfill Protocol,CAR U.S. Landfill Protocol, ,CAR,Landfill Gas Capture/Combustion,"3Degrees Group, Inc",No,Landfill Methane,Landfill Methane
GS12351,GS10789 VPA 23 (Regular VPA): Efficient and Clean Cooking for households in Kenya,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Burn Manufacturing Co.,No,Cookstoves, 
ACR397,Forested Wetland Assimilation in the Mississippi Delta,Restoration of Degraded Deltaic Wetlands of the Mississippi Delta,ACR Restoration of Degraded Deltaic Wetlands of the Mississippi Delta, ,ACR,Wetland Restoration,Tierra Resources LLC,No,Wetland Restoration,Wetland Restoration
VCS4122,Siziwang Banner Improved Grassland Management Project,VM0026,VM0026 Methodology for Sustainable Grassland Management (SGM),Asia,VCS,Agriculture Forestry and Other Land Use,Multiple Proponents,No,Sustainable Grassland Management,Sustainable Grassland Management
VCS1554,La Mina Hydropower Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Latin America,VCS,Energy industries (renewable/non-renewable sources),Colbun S.A.,No,Hydropower,Hydropower
CAR1781,"Captura de Carbono, Sierra Mazati, Jalisco",CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,MERCADO AMBIENTAL AP,No,Improved Forest Management,Improved Forest Management
VCS4975,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-005 - CER Conversion,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Africa,VCS,Energy demand,Converted from other GHG program,No,Cookstoves, 
GS4828,Bundled Wind Power Project by Peethambra Granites Pvt Ltd (EKIESL-CDM. November -11-01),AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Wind,EKI Energy Services Limited,No,Wind,Wind
VCS474,Inner Mongolia Bayinhanggai 49.5MW Wind Farm Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,VCS,Energy industries (renewable/non-renewable sources),"Shanxi Zhangze Electric Power Co., Ltd",No,Wind,Wind
VCS3197,Kenya Jiko Kisasa Improved Cookstove Program I,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Africa,VCS,Energy demand,"Guangzhou Iceberg Environmental Consulting Services Co., Ltd.",No,Cookstoves, 
GS12310,GS11638 GS11639 RVPA-3 SPOUTS Water Purifier Programme in Africa- WPS in Rwanda- VPA 8,GS Methodology for emission reductions from safe drinking water supply,GS Methodology for emission reductions from safe drinking water supply, ,GOLD,Energy Efficiency - Domestic,AGS Carbon Advisory,No,Clean Water,Clean Water
VCS2918,Adjusted Water Management in Rice Cultivation in Changxing County,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Hangzhou Chunmeng Agricultural Technology Co., Ltd",No,Rice Emission Reductions,Rice Emission Reductions
GS4290,Nazava Water Filter Project,AMS-III.AV.,AMS-III.AV. Low greenhouse gas emitting safe drinking water production systems, ,GOLD,Energy Efficiency - Domestic,Nazava,No,Clean Water,Clean Water
ACR903,Tradewater - Thailand 4,Destruction of Ozone Depleting Substances (ODS) from International Sources,ACR Destruction of Ozone Depleting Substances from International Sources, ,ACR,Ozone Depleting Substances,"Tradewater, LLC",No,Ozone Depleting Substances Recovery & Destruction,Ozone Depleting Substances Recovery & Destruction
VCS1071,Jatropha Agroforestry Senegal,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Africa,VCS,Agriculture Forestry and Other Land Use,African National Oil Corporation s.a.r.l.,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS3489,Fuyuan-3 Water Management with Rice Cultivation,AMS-III.AU,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Asia,VCS,Agriculture Forestry and Other Land Use,"Harbin Beigen Technology Co., Ltd.",No,Rice Emission Reductions,Rice Emission Reductions
ACR727,Green Diamond Resource Company Mad River IFM,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,ACR,Forest Carbon,277,No,Improved Forest Management, 
GS5187,GS1247 VPA 73 Lango Safe Water Project,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
VCS1723,Escuela de Minas Hydroelectric Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources,Latin America,VCS,Energy industries (renewable/non-renewable sources),HIDROELECTRICA DEL ALTO PORCE,No,Hydropower,Hydropower
ACR902,A-Gas 2-2023,ECY Compliance Offset Protocol: Ozone Depleting Substances Projects,ECY Compliance Offset Protocol: Ozone Depleting Substances Projects (ODS), ,ACR,Ozone Depleting Substances,A-Gas US Inc.,No,Ozone Depleting Substances Recovery & Destruction, 
VCS3878,Improved Cookstove Distribution by Climate Detox Private Limited - Phase III,VMR0006,VMR0006 Energy Efficiency and Fuel Switch Measures in Thermal Applications,Asia,VCS,Energy demand,Climate Detox Private Limited,No,Cookstoves, 
CAR1906,Ejido Peñuelas Pueblo Nuevo,CAR Mexico Forest Protocol,CAR Mexico Forest Protocol, ,CAR,Forestry - MX,Bioforestal Innovación Sustentable S.C.,No,Improved Forest Management,Improved Forest Management
VCS2807,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-043,AMS-II.G.,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Africa,VCS,Energy demand,Korea Carbon Management Ltd,No,Cookstoves, 
ACR642,Advanced Refrigeration CAN - ARS 005C,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems, ,ACR,Industrial Process Emissions,"True Manufacturing Co., Inc.",No,Advanced Refrigerants,Advanced Refrigerants
GS344,*EECOPALSA biogas capture & utilization,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,GOLD,Biogas - Electricity,EECOPALSA,No,Manure Methane Digester, 
GS11078,GS5047 VPA96 African Improved Cookstoves and Clean Water Programme: Albertine Rift Wildlife Corridor Cook Stove Project VI,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,Likano Project Development GmbH,No,Bundled Energy Efficiency, 
VCS4234,RIDI Grouped Hydro Solar Power Project in Nepal,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation,Asia,VCS,Energy industries (renewable/non-renewable sources),EKI Energy Services Limited,No,RE Bundled,Hydropower
ACR737,Advanced Refrigeration - ARS2019001,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems, ,ACR,Industrial Process Emissions,Therm Solutions Inc.,No,Advanced Refrigerants,Advanced Refrigerants
GS3413,GS3413 - Household Solar Lighting Systems in India,AMS-III.AR.,AMS-III.AR. Substituting fossil fuel based lighting with LED/CFL lighting systems, ,GOLD,Solar Thermal - Electricity,ClimateCare Limited,No,Solar Lighting,Solar Lighting
VCS2953,Malawi Solar Power and Adult Literacy Project,AMS-I.A.,AMS-I.A. Electricity generation by the user,Africa,VCS,Energy demand; Energy distribution; Energy industries (renewable/non-renewable sources),SCB Brokers LLC,No,Solar - Distributed, 
VCS194,Yunnan Wunihe 30 MW Hydropower Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,VCS,Energy industries (renewable/non-renewable sources),"Yunnan Baoshan Supahe Hydropower Development Co.,",No,Hydropower,Hydropower
VCS2296,CYY Global Plus Wastewater Treatment and Biogas Utilization Project,ACM0014,ACM0014 Treatment of wastewater,Asia,VCS,Energy industries (renewable/non-renewable sources); Waste handling and disposal,"CYY Global Plus Co., Ltd.",No,Methane Recovery in Wastewater,Methane Recovery in Wastewater
VCS1346,49.5 MW Wind Power Project by FFCEL in Pakistan,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,VCS,Energy industries (renewable/non-renewable sources),FFC Energy Limited,No,Wind,Wind
GS7132,GS1247 VPA 159 Improved Kitchen Regimes Manica Province Safe Water (Mozambique) ,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
GS3410,Demirciler Wind Power Plant,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,Akfen Yenilenebilir A.Ş.,No,Wind,Wind
CAR479,Central Sands Dairy LLC,CAR U.S. Livestock Protocol,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems, ,CAR,Livestock Gas Capture/Combustion,"Camco International Group, Inc.",Early Action,Manure Methane Digester,Manure Methane Digester
VCS3675,GHG EMISSION REDUCTION THROUGH INTERMITTENT FLOODING IN RICE FIELDS,AMS-III.AU;VM0042,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation;VM0042 Methodology for Improved Agricultural Land Management,Asia,VCS,Agriculture Forestry and Other Land Use,Landmark Agri Exports Private Limited,No,Rice Emission Reductions,Rice Emission Reductions
GS12198,CAPARISPISAN II Wind Power Project,ACM0002,ACM0002 Grid-connected electricity generation from renewable sources, ,GOLD,Wind,North Luzon Renewable Energy Corp,No,Wind,Wind
GS12330,GS11623 GS11627 RVPA-7 CO2 Sequestration at a Swiss Concrete Recycler using the Neustark Technology,Other,Other, ,GOLD,Other,Neustark AG,No,Carbon-Absorbing Concrete, 
VCS3786,Silvopastoral carbon project of Uruguay,AR-ACM0003,AR-ACM0003 Afforestation and reforestation of lands except wetlands,Latin America,VCS,Agriculture Forestry and Other Land Use,Climit,No,Afforestation/Reforestation,Afforestation/Reforestation
VCS171,Pingwu Renjiaba 12.6 MW Small Hydropower Project,AMS-I.D.,AMS-I.D. Grid connected renewable electricity generation, ,VCS,Energy industries (renewable/non-renewable sources),"Pingwu Chuanjiang Hydropower Development Co., Ltd",No,Hydropower,Hydropower
CAR973,Blue Source - Bishop Improved Forest Management Project,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects, ,CAR,Improved Forest Management - ARB Compliance,"Blue Source, LLC",Compliance,Improved Forest Management,Improved Forest Management
GS1701,GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-010,AMS-I.C.,AMS-I.C. Thermal energy production with or without electricity, ,GOLD,Biogas - Heat,Chengdu Oasis Science & Technology Co Ltd,No,Biodigesters, 
ACR141,"Truck Stop Electrification, Maryland",Emissions Reductions though Anti-Idling Technologies,Emissions Reductions though Anti-Idling Technologies, ,ACR,Transport / Fleet Efficiency,IdleAir,No,Truck Stop Electrification,Truck Stop Electrification
GS4518,GS1247 VPA 47 Eritrean District Boreholes,GS TPDDTEC,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption, ,GOLD,Energy Efficiency - Domestic,CO2balance UK ltd,No,Community Boreholes, 
