project_id,project_name,voluntary_registry,voluntary_status,reduction_removal,project_type_from_the_registry,region,country,state,project_site_location,project_developer,arborwaproject,arb_project_type,version_string,arb_harmonized_methodology,car_harmonized_methodology,methodology_protocol,harmonized_methodology_protocol,fully_harmonized_methodology_protocol,rule_based_type_mapping_list,rule_based_type_mapping_first,vrod_v11_type
ACR527,Advanced Refrigeration CAN - ARS 001C,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,O'Fallon,"True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR529,Advanced Refrigeration CAN - ARS 002C,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,"O'Fallon, MO","True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR531,Advanced Refrigeration CAN - ARS 003C,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,"O'Fallon, MO","True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR600,Advanced Refrigeration CAN - ARS 004C,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,Missouri,"True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR642,Advanced Refrigeration CAN - ARS 005C,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,Missouri,"True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR708,Advanced Refrigeration CAN - ARS 006C,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,Missouri,"True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR479,Advanced Refrigeration US49 - ARS 001,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,O'Fallon,"True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR480,Advanced Refrigeration US49 - ARS 002,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,"O'Fallon, MO","True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR481,Advanced Refrigeration US49 - ARS 003,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,"O'Fallon, MO","True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR598,Advanced Refrigeration US49 - ARS 004,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,Missouri,"True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR640,Advanced Refrigeration US49 - ARS 005,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,Missouri,"True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR706,Advanced Refrigeration US49 - ARS 006,ACR,Completed,,Industrial Process Emissions,,US,MISSOURI,Missouri,"True Manufacturing Co., Inc.",No,,,,,Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,ACR Advanced Refrigeration Systems,"[(41, 'Advanced Refrigerants')]",Advanced Refrigerants,Advanced Refrigerants
ACR674,Affinity Mine Methane Incineration Project,ACR,,,Coal Mine Methane,,US,WEST VIRGINIA,Crab Orchard,Keyrock Energy LLC,Compliance,MMC,,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,ARB Compliance Offset Protocol: Mine Methane Capture Projects,ARB Compliance Offset Protocol: Mine Methane Capture Projects,ARB Compliance Offset Protocol: Mine Methane Capture Projects,"[(2, 'Mine Methane Capture'), (136, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
ACR101,AFOVERT Energy,ACR,Canceled,,Fuel Switching,,ML,Niono District,Niono,Katene Kadji,No,,,,,AMS-I.E.,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,[],,Bundled Energy Efficiency
ACR102,Air Bag Gas Substitution,ACR,Completed,,Industrial Gas Substitution,,US,OREGON,Beaverton,Nike,No,,,,,Emission reductions through industrial gas substitution,Emission reductions through industrial gas substitution,Emission reductions through industrial gas substitution,"[(57, 'SF6 Replacement')]",SF6 Replacement,SF6 Replacement
ACR424,Albany Water Board - Improved Forest Management Project,ACR,Registered,,Forest Carbon,,US,NEW YORK,Albany,The Nature Conservancy,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR234,Alliance Dairy,ACR,,,Livestock Waste Management,,US,FLORIDA,Trenton,"3Degrees Group, Inc.",Compliance,Livestock,,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,ARB Compliance Offset Protocol: Capturing and Destroying Methane from Manure Management Systems,"[(1, 'Manure Methane Digester'), (176, 'Manure Methane Digester')]",Manure Methane Digester,Manure Methane Digester
ACR841,American Eagle Mine Methane Incineration Project,ACR,,,Coal Mine Methane,,US,WEST VIRGINIA,Cabin Creek,Keyrock Energy LLC,Compliance,MMC,,ARB Compliance Offset Protocol: Mine Methane Capture Projects,,ARB Compliance Offset Protocol: Mine Methane Capture Projects,ARB Compliance Offset Protocol: Mine Methane Capture Projects,ARB Compliance Offset Protocol: Mine Methane Capture Projects,"[(2, 'Mine Methane Capture'), (136, 'Mine Methane Capture')]",Mine Methane Capture,Mine Methane Capture
ACR693,American Refrigerants 1,ACR,Completed,,Industrial Process Emissions,,US,FLORIDA,"Bradenton, FL",Fireside Holdings Inc (DBA American Refrigerants Inc),No,,,,,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","ACR Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","ACR Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants","[(42, 'HFC Refrigerant Reclamation')]",HFC Refrigerant Reclamation,HFC Refrigerant Reclamation
ACR566,Anew - 100-Mile Wilderness  Forestry Project,ACR,Registered,,Forest Carbon,,US,MAINE,Northern Maine,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR754,Anew - Allagash Headwaters Forestry Project,ACR,Registered,,Forest Carbon,,US,MAINE,Piscataquis County,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR618,Anew - Apalachicola River Forestry Project,ACR,Listed,,Forest Carbon,,US,FLORIDA,"Blountstown, FL",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR863,Anew - Appalachian Hollows Forestry Project,ACR,Listed,,Forest Carbon,,US,WEST VIRGINIA,West Virginia,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR861,Anew - Arkansas River Basin Forestry Project,ACR,Listed,,Forest Carbon,,US,ARKANSAS,"Arkansas, Louisiana, Mississippi",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR860,Anew - Arrowhead Forestry Project,ACR,Listed,,Forest Carbon,,US,MINNESOTA,Minnesota,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR643,Anew - Bayfield County Forest Project,ACR,Registered,,Forest Carbon,,US,WISCONSIN,Bayfield County,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR588,Anew - Big Six Forestry Project,ACR,Registered,,Forest Carbon,,US,MAINE,Northern Maine,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR590,Anew - Blue Ridge Escarpment Forestry Project,ACR,Registered,,Forest Carbon,,US,SOUTH CAROLINA,"Oconee, Pickens, and Greenville counties",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR613,Anew - Bluestone Forestry Project,ACR,Listed,,Forest Carbon,,US,WEST VIRGINIA,Beckley,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR596,Anew - Boone Forestry Project,ACR,Registered,,Forest Carbon,,US,KENTUCKY,SE Kentucky,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR792,Anew - Buckeye State Forestry Project,ACR,Listed,,Forest Carbon,,US,OHIO,Ohio,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR518,Anew - Burnt Mountain Forestry Project,ACR,Registered,,Forest Carbon,,US,VERMONT,"Montgomery, VT",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR653,Anew - Canada Creek Forestry Project,ACR,Registered,,Forest Carbon,,US,MICHIGAN,"Montmorency County, MI",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR616,Anew - Columbia River Forestry Project,ACR,Listed,,Forest Carbon,,US,WASHINGTON,"Columbia, Pacific, Klickitat, Skamania, Yakima Counties",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR398,Anew - Doe Mountain Forestry Project,ACR,Registered,,Forest Carbon,,US,TENNESSEE,"Johnson County, Tennessee",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR592,Anew - Doyon Native Community Forest Project,ACR,Registered,,Forest Carbon,,US,ALASKA,Yukon-Koyukuk and Southeast Fairbanks counties,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR632,Anew - Eagle Mountain Forestry Project,ACR,Registered,,Forest Carbon,,US,NEW YORK,"New York, New Hampshire, Vermont, Maine",Northeast Wilderness Trust,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR569,Anew - East Branch  Forestry Project,ACR,Registered,,Forest Carbon,,US,MICHIGAN,"Upper Peninsula, Michigan",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR595,Anew - Elk Forestry Project,ACR,Registered,,Forest Carbon,,US,KENTUCKY,SE Kentucky,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR705,Anew - Empire Riverlands Forestry Project,ACR,Registered,,Forest Carbon,,US,NEW YORK,"Lewis, Herkimer, and Oneida Counties, New York State",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR697,Anew - Evergreen Forest Project,ACR,Listed,,Forest Carbon,,US,WASHINGTON,Western Washington State,Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR715,Anew - Fundy Bay  Forestry Project,ACR,Listed,,Forest Carbon,,CA,NOVA SCOTIA,"Kings, Guysborough, Lunenburg, Pictou, Antigonish, Cumberlan, Colchester counties, Nova Scotia",Blue Source,No,,,,,Improved Forest Management (IFM) on Canadian Forestlands,ACR Improved Forest Management (IFM) on Canadian Forestlands,ACR Improved Forest Management (IFM) on Canadian Forestlands,"[(80, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR856,Anew - Gingercake Ridge Forestry Project,ACR,Listed,,Forest Carbon,,US,KENTUCKY,"Kentucky, Tennessee",Blue Source,No,,,,,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,ACR Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,"[(81, 'Improved Forest Management')]",Improved Forest Management,Improved Forest Management
ACR901,Anew - Glacial Lakes Forestry Project,ACR,,,Forest Carbon,,US,WISCONSIN,Michigan/Wisonsin,Blue Source,No,,,,,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects,ARB Compliance Offset Protocol: U.S. Forest Projects,[],,Improved Forest Management
